number,id,CODE,name,province,state,long,lat,dc,type,lastUpdate,sa3,sa3name,sa4,sa4name,region
20687,urn:australiapost.com.au:postcode:2800_BOREE,2800,BOREE,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.8446662,-33.25176391,Orange,Delivery Area,2020-02-06,10304,Orange,103,Central West,R3
5374,urn:australiapost.com.au:postcode:2800_BORENORE,2800,BORENORE,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,ORANGE DC,Delivery Area,2020-02-06,10304,Orange,103,Central West,R3
5375,urn:australiapost.com.au:postcode:2800_BOWEN,2800,BOWEN,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,Orange,,2020-02-06,10304,Orange,103,Central West,R3
20688,urn:australiapost.com.au:postcode:2800_BYNG,2800,BYNG,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.2451236,-33.34774733,Orange,Delivery Area,2020-02-06,10304,Orange,103,Central West,R3
5376,urn:australiapost.com.au:postcode:2800_CADIA,2800,CADIA,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,ORANGE DC,Delivery Area,2020-02-06,10304,Orange,103,Central West,R3
5377,urn:australiapost.com.au:postcode:2800_CALARE,2800,CALARE,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,Orange,,2020-02-06,10304,Orange,103,Central West,R3
5378,urn:australiapost.com.au:postcode:2800_CANOBOLAS,2800,CANOBOLAS,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,ORANGE DC,Delivery Area,2020-02-06,10304,Orange,103,Central West,R3
5379,urn:australiapost.com.au:postcode:2800_CARGO,2800,CARGO,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,ORANGE DC,Delivery Area,2020-02-06,10304,Orange,103,Central West,R3
5380,urn:australiapost.com.au:postcode:2800_CHEESEMANSCREEK,2800,CHEESEMANS CREEK,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,Orange,,2020-02-06,10304,Orange,103,Central West,R3
5381,urn:australiapost.com.au:postcode:2800_CLERGATE,2800,CLERGATE,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,ORANGE DC,Delivery Area,2020-02-06,10304,Orange,103,Central West,R3
5382,urn:australiapost.com.au:postcode:2800_CLIFTONGROVE,2800,CLIFTON GROVE,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,ORANGE DC,Delivery Area,2020-02-06,10304,Orange,103,Central West,R3
5383,urn:australiapost.com.au:postcode:2800_CRANBURY,2800,CRANBURY,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,Orange,,2020-02-06,10304,Orange,103,Central West,R3
5384,urn:australiapost.com.au:postcode:2800_CULLYA,2800,CULLYA,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,Orange,,2020-02-06,10304,Orange,103,Central West,R3
20689,urn:australiapost.com.au:postcode:2800_EMUSWAMP,2800,EMU SWAMP,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.1958871,-33.3020552,Orange,Delivery Area,2020-02-06,10304,Orange,103,Central West,R3
5385,urn:australiapost.com.au:postcode:2800_FOURMILECREEK,2800,FOUR MILE CREEK,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,ORANGE DC,Delivery Area,2020-02-06,10304,Orange,103,Central West,R3
5386,urn:australiapost.com.au:postcode:2800_GLENROI,2800,GLENROI,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,Orange,,2020-02-06,10304,Orange,103,Central West,R3
5387,urn:australiapost.com.au:postcode:2800_HUNTLEY,2800,HUNTLEY,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,ORANGE DC,Delivery Area,2020-02-06,10304,Orange,103,Central West,R3
5388,urn:australiapost.com.au:postcode:2800_KALEENTHA,2800,KALEENTHA,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,ORANGE DC,Delivery Area,2020-02-06,10304,Orange,103,Central West,R3
20690,urn:australiapost.com.au:postcode:2800_KANGAROOBIE,2800,KANGAROOBIE,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.0545281,-33.1685074,Orange,Delivery Area,2020-02-06,10304,Orange,103,Central West,R3
5389,urn:australiapost.com.au:postcode:2800_KERRSCREEK,2800,KERRS CREEK,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,ORANGE DC,Delivery Area,2020-02-06,10304,Orange,103,Central West,R3
5390,urn:australiapost.com.au:postcode:2800_LEWISPONDS,2800,LEWIS PONDS,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,ORANGE DC,Delivery Area,2020-02-06,10304,Orange,103,Central West,R3
20691,urn:australiapost.com.au:postcode:2800_LIDSTER,2800,LIDSTER,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.923664,-33.32136418,Orange,Delivery Area,2020-02-06,10304,Orange,103,Central West,R3
5391,urn:australiapost.com.au:postcode:2800_LONGPOINT,2800,LONG POINT,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,ORANGE DC,Delivery Area,2020-02-06,10304,Orange,103,Central West,R3
5392,urn:australiapost.com.au:postcode:2800_LOWERLEWISPONDS,2800,LOWER LEWIS PONDS,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,Orange,,2020-02-06,10304,Orange,103,Central West,R3
5393,urn:australiapost.com.au:postcode:2800_LUCKNOW,2800,LUCKNOW,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,ORANGE DC,Delivery Area,2020-02-06,10304,Orange,103,Central West,R3
5394,urn:australiapost.com.au:postcode:2800_MARCH,2800,MARCH,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,ORANGE DC,Delivery Area,2020-02-06,10304,Orange,103,Central West,R3
5395,urn:australiapost.com.au:postcode:2800_MULLIONCREEK,2800,MULLION CREEK,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,ORANGE DC,Delivery Area,2020-02-06,10304,Orange,103,Central West,R3
5396,urn:australiapost.com.au:postcode:2800_NARRAMBLA,2800,NARRAMBLA,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,Orange,,2020-02-06,10304,Orange,103,Central West,R3
5397,urn:australiapost.com.au:postcode:2800_NASHDALE,2800,NASHDALE,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,ORANGE DC,Delivery Area,2020-02-06,10304,Orange,103,Central West,R3
5398,urn:australiapost.com.au:postcode:2800_OPHIR,2800,OPHIR,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,ORANGE DC,Delivery Area,2020-02-06,10304,Orange,103,Central West,R3
5399,urn:australiapost.com.au:postcode:2800_ORANGE,2800,ORANGE,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,ORANGE EAST LPO,Delivery Area,2020-02-06,10304,Orange,103,Central West,R3
5400,urn:australiapost.com.au:postcode:2800_ORANGEDC,2800,ORANGE DC,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,Orange,,2020-02-06,10304,Orange,103,Central West,R3
5401,urn:australiapost.com.au:postcode:2800_ORANGEEAST,2800,ORANGE EAST,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,ORANGE EAST LPO,Delivery Area,2020-02-06,10304,Orange,103,Central West,R3
22855,urn:australiapost.com.au:postcode:2800_ORANGEMOULDERSTREET,2800,ORANGE MOULDER STREET,urn:iso:std:iso:3166:-2:AU-NSW,NSW,0,0,,,2020-03-25,,,,,R3
5402,urn:australiapost.com.au:postcode:2800_PANUARA,2800,PANUARA,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,ORANGE DC,Delivery Area,2020-02-06,10304,Orange,103,Central West,R3
5403,urn:australiapost.com.au:postcode:2800_PINNACLE,2800,PINNACLE,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,ORANGE DC,Delivery Area,2020-02-06,10304,Orange,103,Central West,R3
5404,urn:australiapost.com.au:postcode:2800_SHADFORTH,2800,SHADFORTH,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,ORANGE DC,Delivery Area,2020-02-06,10304,Orange,103,Central West,R3
5405,urn:australiapost.com.au:postcode:2800_SPRINGCREEK,2800,SPRING CREEK,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,ORANGE DC,Delivery Area,2020-02-06,10304,Orange,103,Central West,R3
5406,urn:australiapost.com.au:postcode:2800_SPRINGHILL,2800,SPRING HILL,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,ORANGE DC,Delivery Area,2020-02-06,10304,Orange,103,Central West,R3
5407,urn:australiapost.com.au:postcode:2800_SPRINGSIDE,2800,SPRINGSIDE,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,ORANGE DC,Delivery Area,2020-02-06,10304,Orange,103,Central West,R3
5408,urn:australiapost.com.au:postcode:2800_SUMAPARK,2800,SUMA PARK,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,Orange,,2020-02-06,10304,Orange,103,Central West,R3
5409,urn:australiapost.com.au:postcode:2800_SUMMERHILL,2800,SUMMER HILL,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,ORANGE DC,Delivery Area,2020-02-06,10304,Orange,103,Central West,R3
20692,urn:australiapost.com.au:postcode:2800_SUMMERHILLCREEK,2800,SUMMER HILL CREEK,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.1538747,-33.2066961,Orange,Delivery Area,2020-02-06,10304,Orange,103,Central West,R3
5410,urn:australiapost.com.au:postcode:2800_TOWAC,2800,TOWAC,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,ORANGE DC,Delivery Area,2020-02-06,10304,Orange,103,Central West,R3
20693,urn:australiapost.com.au:postcode:2800_WALDEGRAVE,2800,WALDEGRAVE,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.0482565,-33.43795921,Orange,Delivery Area,2020-02-06,10304,Orange,103,Central West,R3
5411,urn:australiapost.com.au:postcode:2800_WARRENDINE,2800,WARRENDINE,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.116263,-33.233929,Orange,,2020-02-06,10304,Orange,103,Central West,R3
20694,urn:australiapost.com.au:postcode:2800_WINDERA,2800,WINDERA,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.0191144,-33.20831682,Orange,Delivery Area,2020-02-06,10304,Orange,103,Central West,R3
5412,urn:australiapost.com.au:postcode:2803_BENDICKMURRELL,2803,BENDICK MURRELL,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.523704,-34.176731,COWRA DC,Delivery Area,2020-02-06,10101,Goulburn - Yass,101,Capital Region,R3
5413,urn:australiapost.com.au:postcode:2803_CROWTHER,2803,CROWTHER,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.523704,-34.176731,COWRA DC,Delivery Area,2020-02-06,10101,Goulburn - Yass,101,Capital Region,R3
5414,urn:australiapost.com.au:postcode:2803_WIRRIMAH,2803,WIRRIMAH,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.523704,-34.176731,COWRA DC,Delivery Area,2020-02-06,10101,Goulburn - Yass,101,Capital Region,R3
5415,urn:australiapost.com.au:postcode:2804_BILLIMARI,2804,BILLIMARI,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.633991,-33.539564,CANOWINDRA LPO,Delivery Area,2020-02-06,10302,Lachlan Valley,103,Central West,R3
5416,urn:australiapost.com.au:postcode:2804_BURDETT,2804,BURDETT,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.633991,-33.539564,Cowra,,2020-02-06,10302,Lachlan Valley,103,Central West,R3
5417,urn:australiapost.com.au:postcode:2804_CANOWINDRA,2804,CANOWINDRA,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.633991,-33.539564,CANOWINDRA LPO,Delivery Area,2020-02-06,10302,Lachlan Valley,103,Central West,R3
5418,urn:australiapost.com.au:postcode:2804_MOORBEL,2804,MOORBEL,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.633991,-33.539564,CANOWINDRA LPO,Delivery Area,2020-02-06,10302,Lachlan Valley,103,Central West,R3
5419,urn:australiapost.com.au:postcode:2804_NYRANGCREEK,2804,NYRANG CREEK,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.633991,-33.539564,CANOWINDRA LPO,Delivery Area,2020-02-06,10302,Lachlan Valley,103,Central West,R3
5420,urn:australiapost.com.au:postcode:2805_GOOLOOGONG,2805,GOOLOOGONG,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.420031,-33.64991,GOOLOOGONG LPO,Delivery Area,2020-02-06,10302,Lachlan Valley,103,Central West,R3
5421,urn:australiapost.com.au:postcode:2806_EUGOWRA,2806,EUGOWRA,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.375577,-33.375562,EUGOWRA LPO,Delivery Area,2020-02-06,10302,Lachlan Valley,103,Central West,R3
5422,urn:australiapost.com.au:postcode:2806_NANAMI,2806,NANAMI,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.375577,-33.375562,New South Wales Country 3,,2020-02-06,10302,Lachlan Valley,103,Central West,R3
5423,urn:australiapost.com.au:postcode:2806_TRAJERE,2806,TRAJERE,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.375577,-33.375562,New South Wales Country 3,,2020-02-06,10302,Lachlan Valley,103,Central West,R3
5424,urn:australiapost.com.au:postcode:2807_KOORAWATHA,2807,KOORAWATHA,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.562165,-34.036494,COWRA DC,Delivery Area,2020-02-06,10302,Lachlan Valley,103,Central West,R3
5425,urn:australiapost.com.au:postcode:2808_WYANGALA,2808,WYANGALA,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.02317,-33.976987,WOODSTOCK LPO,Delivery Area,2020-02-06,10302,Lachlan Valley,103,Central West,R3
5426,urn:australiapost.com.au:postcode:2809_GREENETHORPE,2809,GREENETHORPE,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.432316,-33.972859,GREENETHORPE LPO,Delivery Area,2020-02-06,10302,Lachlan Valley,103,Central West,R3
5427,urn:australiapost.com.au:postcode:2810_BIMBI,2810,BIMBI,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.054607,-33.902869,GRENFELL LPO,Delivery Area,2020-02-06,10302,Lachlan Valley,103,Central West,R3
5428,urn:australiapost.com.au:postcode:2810_CARAGABAL,2810,CARAGABAL,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.054607,-33.902869,GRENFELL LPO,Delivery Area,2020-02-06,10302,Lachlan Valley,103,Central West,R3
5429,urn:australiapost.com.au:postcode:2810_GLENELG,2810,GLENELG,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.054607,-33.902869,GRENFELL LPO,Delivery Area,2020-02-06,10302,Lachlan Valley,103,Central West,R3
5430,urn:australiapost.com.au:postcode:2810_GRENFELL,2810,GRENFELL,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.054607,-33.902869,GRENFELL LPO,Delivery Area,2020-02-06,10302,Lachlan Valley,103,Central West,R3
5431,urn:australiapost.com.au:postcode:2810_PINEYRANGE,2810,PINEY RANGE,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.054607,-33.902869,GRENFELL LPO,Delivery Area,2020-02-06,10302,Lachlan Valley,103,Central West,R3
5432,urn:australiapost.com.au:postcode:2810_PINNACLE,2810,PINNACLE,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.054607,-33.902869,GRENFELL LPO,Delivery Area,2020-02-06,10302,Lachlan Valley,103,Central West,R3
5433,urn:australiapost.com.au:postcode:2810_PULLABOOKA,2810,PULLABOOKA,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.054607,-33.902869,GRENFELL LPO,Delivery Area,2020-02-06,10302,Lachlan Valley,103,Central West,R3
5434,urn:australiapost.com.au:postcode:2810_WARRADERRY,2810,WARRADERRY,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.054607,-33.902869,GRENFELL LPO,Delivery Area,2020-02-06,10302,Lachlan Valley,103,Central West,R3
16710,urn:australiapost.com.au:postcode:2817_TONDERBURINE,2817,TONDERBURINE,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.7629,-31.3306,,,2020-03-25,10503,Dubbo,105,Far West and Orana,R3
16711,urn:australiapost.com.au:postcode:2817_TOORAWEENAH,2817,TOORAWEENAH,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.9793,-31.4941,,,2020-03-25,10503,Dubbo,105,Far West and Orana,R3
16712,urn:australiapost.com.au:postcode:2818_BENOLONG,2818,BENOLONG,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.6686,-32.5009,,,2018-11-23,,,,,R3
16713,urn:australiapost.com.au:postcode:2818_GEURIE,2818,GEURIE,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.8581,-32.368,,,2020-03-25,10503,Dubbo,105,Far West and Orana,R3
16714,urn:australiapost.com.au:postcode:2818_PONTO,2818,PONTO,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.7881,-32.4815,,,2020-03-25,10503,Dubbo,105,Far West and Orana,R3
16715,urn:australiapost.com.au:postcode:2818_TERRABELLA,2818,TERRABELLA,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.7315,-32.4439,,,2020-03-25,10503,Dubbo,105,Far West and Orana,R3
5435,urn:australiapost.com.au:postcode:2820_APSLEY,2820,APSLEY,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.989227,-32.553282,WELLINGTON DELIVERY,Delivery Area,2020-02-06,10503,Dubbo,105,Far West and Orana,R3
5436,urn:australiapost.com.au:postcode:2820_ARTHURVILLE,2820,ARTHURVILLE,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.989227,-32.553282,WELLINGTON DELIVERY,Delivery Area,2020-02-06,10503,Dubbo,105,Far West and Orana,R3
5437,urn:australiapost.com.au:postcode:2820_BAKERSSWAMP,2820,BAKERS SWAMP,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.989227,-32.553282,WELLINGTON DELIVERY,Delivery Area,2020-02-06,10503,Dubbo,105,Far West and Orana,R3
5438,urn:australiapost.com.au:postcode:2820_BODANGORA,2820,BODANGORA,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.989227,-32.553282,WELLINGTON DELIVERY,Delivery Area,2020-02-06,10503,Dubbo,105,Far West and Orana,R3
5439,urn:australiapost.com.au:postcode:2820_COMOBELLA,2820,COMOBELLA,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.989227,-32.553282,WELLINGTON DELIVERY,Delivery Area,2020-02-06,10503,Dubbo,105,Far West and Orana,R3
5440,urn:australiapost.com.au:postcode:2820_CURRACREEK,2820,CURRA CREEK,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.989227,-32.553282,WELLINGTON DELIVERY,Delivery Area,2020-02-06,10503,Dubbo,105,Far West and Orana,R3
5441,urn:australiapost.com.au:postcode:2820_DRIPSTONE,2820,DRIPSTONE,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.989227,-32.553282,WELLINGTON DELIVERY,Delivery Area,2020-02-06,10503,Dubbo,105,Far West and Orana,R3
5442,urn:australiapost.com.au:postcode:2820_FARNHAM,2820,FARNHAM,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.989227,-32.553282,WELLINGTON DELIVERY,Delivery Area,2020-02-06,10503,Dubbo,105,Far West and Orana,R3
5158,urn:australiapost.com.au:postcode:2820_GOLLAN,2820,GOLLAN,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.989227,-32.553282,WELLINGTON DELIVERY,Delivery Area,2020-02-06,10503,Dubbo,105,Far West and Orana,R3
5159,urn:australiapost.com.au:postcode:2820_LAKEBURRENDONG,2820,LAKE BURRENDONG,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.989227,-32.553282,WELLINGTON DELIVERY,Delivery Area,2020-02-06,10503,Dubbo,105,Far West and Orana,R3
5160,urn:australiapost.com.au:postcode:2820_MARYVALE,2820,MARYVALE,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.989227,-32.553282,WELLINGTON DELIVERY,Delivery Area,2020-02-06,10503,Dubbo,105,Far West and Orana,R3
20695,urn:australiapost.com.au:postcode:2820_MEDWAY,2820,MEDWAY,urn:iso:std:iso:3166:-2:AU-NSW,NSW,149.170568,-32.127033,Dubbo 3,Delivery Area,2020-02-06,10503,Dubbo,105,Far West and Orana,R3
5161,urn:australiapost.com.au:postcode:2820_MONTEFIORES,2820,MONTEFIORES,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.989227,-32.553282,WELLINGTON DELIVERY,Delivery Area,2020-02-06,10503,Dubbo,105,Far West and Orana,R3
5162,urn:australiapost.com.au:postcode:2820_MOOKERAWA,2820,MOOKERAWA,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.989227,-32.553282,WELLINGTON DELIVERY,Delivery Area,2020-02-06,10503,Dubbo,105,Far West and Orana,R3
5163,urn:australiapost.com.au:postcode:2820_MOUNTAQUILA,2820,MOUNT AQUILA,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.989227,-32.553282,WELLINGTON DELIVERY,Delivery Area,2020-02-06,10503,Dubbo,105,Far West and Orana,R3
5164,urn:australiapost.com.au:postcode:2820_MOUNTARTHUR,2820,MOUNT ARTHUR,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.989227,-32.553282,WELLINGTON DELIVERY,Delivery Area,2020-02-06,10503,Dubbo,105,Far West and Orana,R3
5165,urn:australiapost.com.au:postcode:2820_MUMBIL,2820,MUMBIL,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.989227,-32.553282,WELLINGTON DELIVERY,Delivery Area,2020-02-06,10503,Dubbo,105,Far West and Orana,R3
5166,urn:australiapost.com.au:postcode:2820_NANIMA,2820,NANIMA,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.989227,-32.553282,WELLINGTON DELIVERY,Delivery Area,2020-02-06,10503,Dubbo,105,Far West and Orana,R3
5167,urn:australiapost.com.au:postcode:2820_NEUREA,2820,NEUREA,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.989227,-32.553282,WELLINGTON DELIVERY,Delivery Area,2020-02-06,10503,Dubbo,105,Far West and Orana,R3
5168,urn:australiapost.com.au:postcode:2820_NORTHYEOVAL,2820,NORTH YEOVAL,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.989227,-32.553282,Dubbo 3,,2020-02-06,10503,Dubbo,105,Far West and Orana,R3
5169,urn:australiapost.com.au:postcode:2820_SPICERSCREEK,2820,SPICERS CREEK,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.989227,-32.553282,WELLINGTON DELIVERY,Delivery Area,2020-02-06,10503,Dubbo,105,Far West and Orana,R3
5170,urn:australiapost.com.au:postcode:2820_STUARTTOWN,2820,STUART TOWN,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.989227,-32.553282,STUART TOWN LPO,Delivery Area,2020-02-06,10503,Dubbo,105,Far West and Orana,R3
5171,urn:australiapost.com.au:postcode:2820_SUNTOP,2820,SUNTOP,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.989227,-32.553282,WELLINGTON DELIVERY,Delivery Area,2020-02-06,10503,Dubbo,105,Far West and Orana,R3
5172,urn:australiapost.com.au:postcode:2820_WALMER,2820,WALMER,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.989227,-32.553282,WELLINGTON DELIVERY,Delivery Area,2020-02-06,10503,Dubbo,105,Far West and Orana,R3
5173,urn:australiapost.com.au:postcode:2820_WELLINGTON,2820,WELLINGTON,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.989227,-32.553282,WELLINGTON DELIVERY,Delivery Area,2020-02-06,10503,Dubbo,105,Far West and Orana,R3
5174,urn:australiapost.com.au:postcode:2820_WUULUMAN,2820,WUULUMAN,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.989227,-32.553282,WELLINGTON DELIVERY,Delivery Area,2020-02-06,10503,Dubbo,105,Far West and Orana,R3
5175,urn:australiapost.com.au:postcode:2820_YARRAGAL,2820,YARRAGAL,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.989227,-32.553282,WELLINGTON DELIVERY,Delivery Area,2020-02-06,10503,Dubbo,105,Far West and Orana,R3
5176,urn:australiapost.com.au:postcode:2821_BURROWAY,2821,BURROWAY,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.110385,-32.255249,NARROMINE DELIVERY,Delivery Area,2020-02-06,10503,Dubbo,105,Far West and Orana,R3
5177,urn:australiapost.com.au:postcode:2821_NARROMINE,2821,NARROMINE,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.110385,-32.255249,NARROMINE DELIVERY,Delivery Area,2020-02-06,10503,Dubbo,105,Far West and Orana,R3
5178,urn:australiapost.com.au:postcode:2821_WYANGA,2821,WYANGA,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.110385,-32.255249,Dubbo 2,,2020-02-06,10503,Dubbo,105,Far West and Orana,R3
16716,urn:australiapost.com.au:postcode:2822_BALLADORAN,2822,BALLADORAN,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.558,-31.8948,,,2020-03-25,10503,Dubbo,105,Far West and Orana,R3
16717,urn:australiapost.com.au:postcode:2822_EUMUNGERIE,2822,EUMUNGERIE,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.6301,-31.9849,,,2020-03-25,10503,Dubbo,105,Far West and Orana,R3
5179,urn:australiapost.com.au:postcode:2823_BUNDEMAR,2823,BUNDEMAR,urn:iso:std:iso:3166:-2:AU-NSW,NSW,147.838499,-32.07687,TRANGIE LPO,Delivery Area,2020-02-06,10503,Dubbo,105,Far West and Orana,R3
5180,urn:australiapost.com.au:postcode:2823_CATHUNDRAL,2823,CATHUNDRAL,urn:iso:std:iso:3166:-2:AU-NSW,NSW,147.838499,-32.07687,TRANGIE LPO,Delivery Area,2020-02-06,10503,Dubbo,105,Far West and Orana,R3
5181,urn:australiapost.com.au:postcode:2823_DANDALOO,2823,DANDALOO,urn:iso:std:iso:3166:-2:AU-NSW,NSW,147.838499,-32.07687,TRANGIE LPO,Delivery Area,2020-02-06,10503,Dubbo,105,Far West and Orana,R3
5182,urn:australiapost.com.au:postcode:2823_GINGIN,2823,GIN GIN,urn:iso:std:iso:3166:-2:AU-NSW,NSW,147.838499,-32.07687,TRANGIE LPO,Delivery Area,2020-02-06,10503,Dubbo,105,Far West and Orana,R3
5183,urn:australiapost.com.au:postcode:2823_TRANGIE,2823,TRANGIE,urn:iso:std:iso:3166:-2:AU-NSW,NSW,147.838499,-32.07687,TRANGIE LPO,Delivery Area,2020-02-06,10503,Dubbo,105,Far West and Orana,R3
5184,urn:australiapost.com.au:postcode:2824_BEEMUNNEL,2824,BEEMUNNEL,urn:iso:std:iso:3166:-2:AU-NSW,NSW,147.785831,-31.373201,WARREN LPO,Delivery Area,2020-02-06,10501,Bourke - Cobar - Coonamble,105,Far West and Orana,R3
20696,urn:australiapost.com.au:postcode:2824_BULLAGREEN,2824,BULLAGREEN,urn:iso:std:iso:3166:-2:AU-NSW,NSW,148.0328583,-31.33322299,New South Wales Country 4,Delivery Area,2020-02-06,10501,Bourke - Cobar - Coonamble,105,Far West and Orana,R3
