lobbyist_id,relation,client_id,effectiveFromDate,effectiveToDate
urn:lobbyists.ag.gov.au:25069333400,represents,urn:abr.business.gov.au:33000311277,2019-11-01,
urn:lobbyists.ag.gov.au:62613694189,represents,urn:abr.business.gov.au:84081031263,2019-11-01,
urn:lobbyists.ag.gov.au:91338850428,represents,urn:abr.business.gov.au:36169895041,2019-11-01,
urn:lobbyists.ag.gov.au:56131702755,represents,urn:abr.business.gov.au:44615586215,2019-11-01,
urn:lobbyists.ag.gov.au:71595434578,represents,urn:abr.business.gov.au:58748087368,2019-11-01,
urn:lobbyists.ag.gov.au:93156511607,represents,urn:abr.business.gov.au:68253640058,2019-11-01,
urn:lobbyists.ag.gov.au:79109681405,represents,urn:abr.business.gov.au:26122169368,2019-11-01,
urn:lobbyists.ag.gov.au:38162366056,represents,urn:abr.business.gov.au:79123199548,2019-11-01,
urn:lobbyists.ag.gov.au:41317956923,represents,urn:abr.business.gov.au:32063906927,2019-11-01,
urn:lobbyists.ag.gov.au:26149964189,represents,urn:abr.business.gov.au:25060510410,2019-11-01,
urn:lobbyists.ag.gov.au:71619450841,represents,urn:abr.business.gov.au:25060510410,2019-11-01,
urn:lobbyists.ag.gov.au:89096965794,represents,urn:abr.business.gov.au:48008454313,2019-11-01,
urn:lobbyists.ag.gov.au:71595434578,represents,urn:abr.business.gov.au:39082449036,2019-11-01,
urn:lobbyists.ag.gov.au:71595434578,represents,urn:abr.business.gov.au:39082449036,2019-11-01,
urn:lobbyists.ag.gov.au:83615178571,represents,urn:abr.business.gov.au:65434268716,2019-11-01,
urn:lobbyists.ag.gov.au:26614088881,represents,urn:abr.business.gov.au:74107233983,2019-11-01,
urn:lobbyists.ag.gov.au:19672612619,represents,urn:abr.business.gov.au:29153606681,2019-11-01,
urn:lobbyists.ag.gov.au:76615655699,represents,urn:abr.business.gov.au:61129334354,2019-11-01,
urn:lobbyists.ag.gov.au:99003613134,represents,urn:abr.business.gov.au:61129334354,2019-11-01,
urn:lobbyists.ag.gov.au:76615655699,represents,urn:abr.business.gov.au:23126990001,2019-11-01,
urn:lobbyists.ag.gov.au:71595434578,represents,urn:abr.business.gov.au:92871871964,2019-11-01,
urn:lobbyists.ag.gov.au:99003613134,represents,urn:abr.business.gov.au:72006900830,2019-11-01,
urn:lobbyists.ag.gov.au:76615655699,represents,urn:abr.business.gov.au:29002589460,2019-11-01,
urn:lobbyists.ag.gov.au:81634747363,represents,urn:abr.business.gov.au:39086722607,2019-11-01,
urn:lobbyists.ag.gov.au:56131702755,represents,urn:abr.business.gov.au:39008478653,2019-11-01,
urn:lobbyists.ag.gov.au:56131702755,represents,urn:abr.business.gov.au:45108437529,2019-11-01,
urn:lobbyists.ag.gov.au:23969141298,represents,urn:abr.business.gov.au:16678987178,2019-11-01,
urn:lobbyists.ag.gov.au:71595434578,represents,urn:abr.business.gov.au:32052362348,2019-11-01,
urn:lobbyists.ag.gov.au:71619450841,represents,urn:abr.business.gov.au:98000458622,2019-11-01,
urn:lobbyists.ag.gov.au:26149964189,represents,urn:abr.business.gov.au:98000458622,2019-11-01,
urn:lobbyists.ag.gov.au:20126507211,represents,urn:abr.business.gov.au:43079693968,2019-11-01,
urn:lobbyists.ag.gov.au:14007098295,represents,urn:abr.business.gov.au:21137904806,2019-11-01,
urn:lobbyists.ag.gov.au:76615655699,represents,urn:abr.business.gov.au:87081322509,2019-11-01,
urn:lobbyists.ag.gov.au:65140067287,represents,urn:abr.business.gov.au:51004804013,2019-11-01,
urn:lobbyists.ag.gov.au:29145634224,represents,urn:abr.business.gov.au:65247018511,2019-11-01,
urn:lobbyists.ag.gov.au:71595434578,represents,urn:abr.business.gov.au:92005871410,2019-11-01,
urn:lobbyists.ag.gov.au:89096965794,represents,urn:abr.business.gov.au:53086760303,2019-11-01,
urn:lobbyists.ag.gov.au:73130740546,represents,urn:abr.business.gov.au:83000124381,2019-11-01,
urn:lobbyists.ag.gov.au:78071667797,represents,urn:abr.business.gov.au:67135530433,2019-11-01,
urn:lobbyists.ag.gov.au:71595434578,represents,urn:abr.business.gov.au:52105082460,2019-11-01,
urn:lobbyists.ag.gov.au:29138717272,represents,urn:abr.business.gov.au:38010653844,2019-11-01,
urn:lobbyists.ag.gov.au:56131702755,represents,urn:abr.business.gov.au:20005683625,2019-11-01,
urn:lobbyists.ag.gov.au:26149964189,represents,urn:abr.business.gov.au:35143582521,2019-11-01,
urn:lobbyists.ag.gov.au:71619450841,represents,urn:abr.business.gov.au:35143582521,2019-11-01,
urn:lobbyists.ag.gov.au:95164204111,represents,urn:abr.business.gov.au:36002057294,2019-11-01,
urn:lobbyists.ag.gov.au:20126507211,represents,urn:abr.business.gov.au:88092011268,2019-11-01,
urn:lobbyists.ag.gov.au:63272133108,represents,urn:abr.business.gov.au:74624276008,2019-11-01,
urn:lobbyists.ag.gov.au:14616647628,represents,urn:abr.business.gov.au:43130353890,2019-11-01,
urn:lobbyists.ag.gov.au:71619450841,represents,urn:abr.business.gov.au:79101258182,2019-11-01,
urn:lobbyists.ag.gov.au:71619450841,represents,urn:abr.business.gov.au:91605996085,2019-11-01,
urn:lobbyists.ag.gov.au:26149964189,represents,urn:abr.business.gov.au:91605996085,2019-11-01,
urn:lobbyists.ag.gov.au:62632061226,represents,urn:abr.business.gov.au:76145200237,2019-11-01,
urn:lobbyists.ag.gov.au:63103178258,represents,urn:abr.business.gov.au:21623472202,2019-11-01,
urn:lobbyists.ag.gov.au:83615178571,represents,urn:abr.business.gov.au:17602309740,2019-11-01,
urn:lobbyists.ag.gov.au:50082123822,represents,urn:abr.business.gov.au:38159689988,2019-11-01,
urn:lobbyists.ag.gov.au:86615732182,represents,urn:abr.business.gov.au:38159689988,2019-11-01,
urn:lobbyists.ag.gov.au:38162366056,represents,urn:abr.business.gov.au:38159689988,2019-11-01,
urn:lobbyists.ag.gov.au:26726483358,represents,urn:abr.business.gov.au:19628862840,2019-11-01,
urn:lobbyists.ag.gov.au:76615655699,represents,urn:abr.business.gov.au:45098570515,2019-11-01,
urn:lobbyists.ag.gov.au:25069333400,represents,urn:abr.business.gov.au:50003529575,2019-11-01,
urn:lobbyists.ag.gov.au:56136912260,represents,urn:abr.business.gov.au:55616171312,2019-11-01,
urn:lobbyists.ag.gov.au:74085739046,represents,urn:abr.business.gov.au:71602662322,2019-11-01,
urn:lobbyists.ag.gov.au:90604408826,represents,urn:abr.business.gov.au:29773138940,2019-11-01,
urn:lobbyists.ag.gov.au:71619450841,represents,urn:abr.business.gov.au:61001401663,2019-11-01,
urn:lobbyists.ag.gov.au:71619450841,represents,urn:abr.business.gov.au:61001401663,2019-11-01,
urn:lobbyists.ag.gov.au:58101934454,represents,urn:abr.business.gov.au:40004245943,2019-11-01,
urn:lobbyists.ag.gov.au:50082123822,represents,urn:abr.business.gov.au:19165732347,2019-11-01,
urn:lobbyists.ag.gov.au:56131702755,represents,urn:abr.business.gov.au:33714762652,2019-11-01,
urn:lobbyists.ag.gov.au:86615732182,represents,urn:abr.business.gov.au:65004694428,2019-11-01,
urn:lobbyists.ag.gov.au:19927269400,represents,urn:abr.business.gov.au:51083791708,2019-11-01,
urn:lobbyists.ag.gov.au:71595434578,represents,urn:abr.business.gov.au:54609868993,2019-11-01,
urn:lobbyists.ag.gov.au:51069838222,represents,urn:abr.business.gov.au:54002062160,2019-11-01,
urn:lobbyists.ag.gov.au:24613884763,represents,urn:abr.business.gov.au:39612531218,2019-11-01,
urn:lobbyists.ag.gov.au:51069838222,represents,urn:abr.business.gov.au:11004421961,2019-11-01,
urn:lobbyists.ag.gov.au:17620658308,represents,urn:abr.business.gov.au:71619450841,2019-11-01,
urn:lobbyists.ag.gov.au:33136520548,represents,urn:abr.business.gov.au:84006802053,2019-11-01,
urn:lobbyists.ag.gov.au:65140067287,represents,urn:abr.business.gov.au:15133151229,2019-11-01,
urn:lobbyists.ag.gov.au:82080913909,represents,urn:abr.business.gov.au:39877327401,2019-11-01,
urn:lobbyists.ag.gov.au:56131702755,represents,urn:abr.business.gov.au:66005585811,2019-11-01,
urn:lobbyists.ag.gov.au:87612391741,represents,urn:abr.business.gov.au:53167382907,2019-11-01,
urn:lobbyists.ag.gov.au:19672612619,represents,urn:abr.business.gov.au:27004210164,2019-11-01,
urn:lobbyists.ag.gov.au:33425786517,represents,urn:abr.business.gov.au:41062894473,2019-11-01,
urn:lobbyists.ag.gov.au:92715851492,represents,urn:abr.business.gov.au:49134881272,2019-11-01,
urn:lobbyists.ag.gov.au:92715851492,represents,urn:abr.business.gov.au:49134881272,2019-11-01,
urn:lobbyists.ag.gov.au:50082123822,represents,urn:abr.business.gov.au:95942373762,2019-11-01,
urn:lobbyists.ag.gov.au:76615655699,represents,urn:abr.business.gov.au:18075744151,2019-11-01,
urn:lobbyists.ag.gov.au:25069333400,represents,urn:abr.business.gov.au:18075744151,2019-11-01,
urn:lobbyists.ag.gov.au:81165559339,represents,urn:abr.business.gov.au:15622782567,2019-11-01,
urn:lobbyists.ag.gov.au:76615655699,represents,urn:abr.business.gov.au:40094502208,2019-11-01,
urn:lobbyists.ag.gov.au:50082123822,represents,urn:abr.business.gov.au:83000532696,2019-11-01,
urn:lobbyists.ag.gov.au:91338850428,represents,urn:abr.business.gov.au:22150968933,2019-11-01,
urn:lobbyists.ag.gov.au:80060862704,represents,urn:abr.business.gov.au:34616808087,2019-11-01,
urn:lobbyists.ag.gov.au:51069838222,represents,urn:abr.business.gov.au:87067697607,2019-11-01,
urn:lobbyists.ag.gov.au:41317956923,represents,urn:abr.business.gov.au:33083553860,2019-11-01,
urn:lobbyists.ag.gov.au:65140067287,represents,urn:abr.business.gov.au:32006507811,2019-11-01,
urn:lobbyists.ag.gov.au:93156511607,represents,urn:abr.business.gov.au:14165446837,2019-11-01,
urn:lobbyists.ag.gov.au:79632066669,represents,urn:abr.business.gov.au:92644710607,2019-11-01,
urn:lobbyists.ag.gov.au:39008566943,represents,urn:abr.business.gov.au:78002328449,2019-11-01,
urn:lobbyists.ag.gov.au:33136520548,represents,urn:abr.business.gov.au:37739341003,2019-11-01,
urn:lobbyists.ag.gov.au:92613243057,represents,urn:abr.business.gov.au:80000644404,2019-11-01,
urn:lobbyists.ag.gov.au:21131482230,represents,urn:abr.business.gov.au:52082406821,2019-11-01,
urn:lobbyists.ag.gov.au:48164583519,represents,urn:abr.business.gov.au:28521424723,2019-11-01,
urn:lobbyists.ag.gov.au:91631938317,represents,urn:abr.business.gov.au:35626749611,2019-11-01,
urn:lobbyists.ag.gov.au:83586804536,represents,urn:abr.business.gov.au:42616856798,2019-11-01,
urn:lobbyists.ag.gov.au:71595434578,represents,urn:abr.business.gov.au:44142241110,2019-11-01,
urn:lobbyists.ag.gov.au:81634747363,represents,urn:abr.business.gov.au:80133482881,2019-11-01,
urn:lobbyists.ag.gov.au:56131702755,represents,urn:abr.business.gov.au:73609551840,2019-11-01,
urn:lobbyists.ag.gov.au:86231566780,represents,urn:abr.business.gov.au:31008558807,2019-11-01,
urn:lobbyists.ag.gov.au:70737580108,represents,urn:abr.business.gov.au:63004280871,2019-11-01,
urn:lobbyists.ag.gov.au:31665863451,represents,urn:abr.business.gov.au:50009347846,2019-11-01,
urn:lobbyists.ag.gov.au:48164583519,represents,urn:abr.business.gov.au:34093877331,2019-11-01,
urn:lobbyists.ag.gov.au:35631919009,represents,urn:abr.business.gov.au:98000101315,2019-11-01,
urn:lobbyists.ag.gov.au:87145965466,represents,urn:abr.business.gov.au:99161399622,2019-11-01,
urn:lobbyists.ag.gov.au:89096965794,represents,urn:abr.business.gov.au:26160735035,2019-11-01,
urn:lobbyists.ag.gov.au:56131702755,represents,urn:abr.business.gov.au:44003677352,2019-11-01,
urn:lobbyists.ag.gov.au:71595434578,represents,urn:abr.business.gov.au:86069055956,2019-11-01,
urn:lobbyists.ag.gov.au:79632066669,represents,urn:abr.business.gov.au:12626833305,2019-11-01,
urn:lobbyists.ag.gov.au:51069838222,represents,urn:abr.business.gov.au:29628289458,2019-11-01,
urn:lobbyists.ag.gov.au:63272133108,represents,urn:abr.business.gov.au:77090543963,2019-11-01,
urn:lobbyists.ag.gov.au:91008657065,represents,urn:abr.business.gov.au:52001056195,2019-11-01,
urn:lobbyists.ag.gov.au:60355347758,represents,urn:abr.business.gov.au:82106595377,2019-11-01,
urn:lobbyists.ag.gov.au:87145965466,represents,urn:abr.business.gov.au:30607343144,2019-11-01,
urn:lobbyists.ag.gov.au:36617864347,represents,urn:abr.business.gov.au:26161428459,2019-11-01,
urn:lobbyists.ag.gov.au:99003613134,represents,urn:abr.business.gov.au:68000087507,2019-11-01,
urn:lobbyists.ag.gov.au:14007098295,represents,urn:abr.business.gov.au:39162939120,2019-11-01,
urn:lobbyists.ag.gov.au:71595434578,represents,urn:abr.business.gov.au:42132665804,2019-11-01,
urn:lobbyists.ag.gov.au:75153860407,represents,urn:abr.business.gov.au:33621420504,2019-11-01,
urn:lobbyists.ag.gov.au:45833435179,represents,urn:abr.business.gov.au:28050738728,2019-11-01,
urn:lobbyists.ag.gov.au:23969141298,represents,urn:abr.business.gov.au:30167464182,2019-11-01,
urn:lobbyists.ag.gov.au:26614088881,represents,urn:abr.business.gov.au:51609939817,2019-11-01,
urn:lobbyists.ag.gov.au:21131482230,represents,urn:abr.business.gov.au:35055714531,2019-11-01,
urn:lobbyists.ag.gov.au:48164583519,represents,urn:abr.business.gov.au:89612446009,2019-11-01,
urn:lobbyists.ag.gov.au:83615178571,represents,urn:abr.business.gov.au:74064572925,2019-11-01,
urn:lobbyists.ag.gov.au:14616647628,represents,urn:abr.business.gov.au:74064572925,2019-11-01,
urn:lobbyists.ag.gov.au:13075789196,represents,urn:abr.business.gov.au:55028468715,2019-11-01,
urn:lobbyists.ag.gov.au:23969141298,represents,urn:abr.business.gov.au:93087990127,2019-11-01,
urn:lobbyists.ag.gov.au:45631309923,represents,urn:abr.business.gov.au:66160180343,2019-11-01,
urn:lobbyists.ag.gov.au:63272133108,represents,urn:abr.business.gov.au:43861641423,2019-11-01,
urn:lobbyists.ag.gov.au:11007120881,represents,urn:abr.business.gov.au:11101619658,2019-11-01,
urn:lobbyists.ag.gov.au:41317956923,represents,urn:abr.business.gov.au:161998125,2019-11-01,
urn:lobbyists.ag.gov.au:98007408497,represents,urn:abr.business.gov.au:59065464673,2019-11-01,
urn:lobbyists.ag.gov.au:76615655699,represents,urn:abr.business.gov.au:4926005,2019-11-01,
urn:lobbyists.ag.gov.au:50056165827,represents,urn:abr.business.gov.au:87001667983,2019-11-01,
urn:lobbyists.ag.gov.au:71595434578,represents,urn:abr.business.gov.au:67002835412,2019-11-01,
urn:lobbyists.ag.gov.au:92715851492,represents,urn:abr.business.gov.au:85609725671,2019-11-01,
urn:lobbyists.ag.gov.au:75153860407,represents,urn:abr.business.gov.au:42129091274,2019-11-01,
urn:lobbyists.ag.gov.au:76615655699,represents,urn:abr.business.gov.au:33051775556,2019-11-01,
urn:lobbyists.ag.gov.au:26149964189,represents,urn:abr.business.gov.au:33051775556,2019-11-01,
urn:lobbyists.ag.gov.au:71619450841,represents,urn:abr.business.gov.au:33051775556,2019-11-01,
urn:lobbyists.ag.gov.au:86231566780,represents,urn:abr.business.gov.au:11005357522,2019-11-01,
urn:lobbyists.ag.gov.au:71595434578,represents,urn:abr.business.gov.au:23000543788,2019-11-01,
urn:lobbyists.ag.gov.au:19672612619,represents,urn:abr.business.gov.au:84140893152,2019-11-01,
urn:lobbyists.ag.gov.au:26614088881,represents,urn:abr.business.gov.au:90085953331,2019-11-01,
urn:lobbyists.ag.gov.au:14625954912,represents,urn:abr.business.gov.au:13061138181,2019-11-01,
urn:lobbyists.ag.gov.au:19672612619,represents,urn:abr.business.gov.au:22926759458,2019-11-01,
urn:lobbyists.ag.gov.au:70997483976,represents,urn:abr.business.gov.au:31618489277,2019-11-01,
urn:lobbyists.ag.gov.au:19672612619,represents,urn:abr.business.gov.au:4472238844,2019-11-01,
urn:lobbyists.ag.gov.au:21131482230,represents,urn:abr.business.gov.au:85149629023,2019-11-01,
urn:lobbyists.ag.gov.au:76615655699,represents,urn:abr.business.gov.au:25060510410,2019-11-01,
urn:lobbyists.ag.gov.au:71595434578,represents,urn:abr.business.gov.au:79125944293,2019-11-01,
urn:lobbyists.ag.gov.au:26614088881,represents,urn:abr.business.gov.au:28691324027,2019-11-01,
urn:lobbyists.ag.gov.au:70997483976,represents,urn:abr.business.gov.au:24318264323,2019-11-01,
urn:lobbyists.ag.gov.au:87145965466,represents,urn:abr.business.gov.au:45960194277,2019-11-01,
urn:lobbyists.ag.gov.au:36617864347,represents,urn:abr.business.gov.au:97762779205,2019-11-01,
urn:lobbyists.ag.gov.au:71619450841,represents,urn:abr.business.gov.au:60757059521,2019-11-01,
urn:lobbyists.ag.gov.au:26614088881,represents,urn:abr.business.gov.au:70250995390,2019-11-01,
urn:lobbyists.ag.gov.au:65140067287,represents,urn:abr.business.gov.au:15736576735,2019-11-01,
urn:lobbyists.ag.gov.au:70737580108,represents,urn:abr.business.gov.au:97056509025,2019-11-01,
urn:lobbyists.ag.gov.au:76615655699,represents,urn:abr.business.gov.au:17632106837,2019-11-01,
urn:lobbyists.ag.gov.au:83615178571,represents,urn:abr.business.gov.au:30168134414,2019-11-01,
urn:lobbyists.ag.gov.au:56131702755,represents,urn:abr.business.gov.au:57260325176,2019-11-01,
urn:lobbyists.ag.gov.au:38162366056,represents,urn:abr.business.gov.au:87605237885,2019-11-01,
urn:lobbyists.ag.gov.au:23969141298,represents,urn:abr.business.gov.au:12161713015,2019-11-01,
urn:lobbyists.ag.gov.au:22117516090,represents,urn:abr.business.gov.au:45166961659,2019-11-01,
urn:lobbyists.ag.gov.au:22117516090,represents,urn:abr.business.gov.au:66006627087,2019-11-01,
urn:lobbyists.ag.gov.au:92715851492,represents,urn:abr.business.gov.au:92612444845,2019-11-01,
urn:lobbyists.ag.gov.au:56131702755,represents,urn:abr.business.gov.au:33178428523,2019-11-01,
urn:lobbyists.ag.gov.au:59719341477,represents,urn:abr.business.gov.au:80050415739,2019-11-01,
urn:lobbyists.ag.gov.au:87145965466,represents,urn:abr.business.gov.au:45162121824,2019-11-01,
urn:lobbyists.ag.gov.au:56136912260,represents,urn:abr.business.gov.au:44164971939,2019-11-01,
urn:lobbyists.ag.gov.au:29145634224,represents,urn:abr.business.gov.au:57195873179,2019-11-01,
urn:lobbyists.ag.gov.au:62621984923,represents,urn:abr.business.gov.au:30764374782,2019-11-01,
urn:lobbyists.ag.gov.au:63634916199,represents,urn:abr.business.gov.au:97605590216,2019-11-01,
urn:lobbyists.ag.gov.au:87145965466,represents,urn:abr.business.gov.au:91006741340,2019-11-01,
urn:lobbyists.ag.gov.au:76615655699,represents,urn:abr.business.gov.au:19133444041,2019-11-01,
urn:lobbyists.ag.gov.au:26149964189,represents,urn:abr.business.gov.au:38003354934,2019-11-01,
urn:lobbyists.ag.gov.au:71619450841,represents,urn:abr.business.gov.au:38003354934,2019-11-01,
urn:lobbyists.ag.gov.au:80060862704,represents,urn:abr.business.gov.au:45624743200,2019-11-01,
urn:lobbyists.ag.gov.au:78729712484,represents,urn:abr.business.gov.au:96101504045,2019-11-01,
urn:lobbyists.ag.gov.au:50082123822,represents,urn:abr.business.gov.au:56164915655,2019-11-01,
urn:lobbyists.ag.gov.au:50082123822,represents,urn:abr.business.gov.au:13006908756,2019-11-01,
urn:lobbyists.ag.gov.au:50082123822,represents,urn:abr.business.gov.au:85093384680,2019-11-01,
urn:lobbyists.ag.gov.au:51069838222,represents,urn:abr.business.gov.au:74004337615,2019-11-01,
urn:lobbyists.ag.gov.au:21131482230,represents,urn:abr.business.gov.au:22840194337,2019-11-01,
urn:lobbyists.ag.gov.au:79632066669,represents,urn:abr.business.gov.au:18127236266,2019-11-01,
urn:lobbyists.ag.gov.au:65140067287,represents,urn:abr.business.gov.au:95001176263,2019-11-01,
urn:lobbyists.ag.gov.au:91338850428,represents,urn:abr.business.gov.au:18084661441,2019-11-01,
urn:lobbyists.ag.gov.au:20126507211,represents,urn:abr.business.gov.au:48129876213,2019-11-01,
urn:lobbyists.ag.gov.au:50082123822,represents,urn:abr.business.gov.au:63066828936,2019-11-01,
urn:lobbyists.ag.gov.au:78729712484,represents,urn:abr.business.gov.au:38393903860,2019-11-01,
urn:lobbyists.ag.gov.au:87145965466,represents,urn:abr.business.gov.au:40626293150,2019-11-01,
urn:lobbyists.ag.gov.au:87145965466,represents,urn:abr.business.gov.au:89124215247,2019-11-01,
urn:lobbyists.ag.gov.au:99153936719,represents,urn:abr.business.gov.au:89124215247,2019-11-01,
urn:lobbyists.ag.gov.au:87145965466,represents,urn:abr.business.gov.au:30147613938,2019-11-01,
urn:lobbyists.ag.gov.au:14616647628,represents,urn:abr.business.gov.au:74095441151,2019-11-01,
urn:lobbyists.ag.gov.au:71619450841,represents,urn:abr.business.gov.au:93606583706,2019-11-01,
urn:lobbyists.ag.gov.au:26149964189,represents,urn:abr.business.gov.au:93606583706,2019-11-01,
urn:lobbyists.ag.gov.au:81634747363,represents,urn:abr.business.gov.au:26601019434,2019-11-01,
urn:lobbyists.ag.gov.au:50082123822,represents,urn:abr.business.gov.au:53621676640,2019-11-01,
urn:lobbyists.ag.gov.au:22117516090,represents,urn:abr.business.gov.au:68604763966,2019-11-01,
urn:lobbyists.ag.gov.au:87145965466,represents,urn:abr.business.gov.au:58164440993,2019-11-01,
